,PCB_ID,batch_id,board_number,Paste volume per aperture,Stencil thickness,Paste viscosity,Ambient RH,Ambient temperature,Peak reflow temperature,Time above liquidus,mech causes,root causes,Defect
1480,PCB1480,7,1480,0.0409510953309244,101.84057089634,185.6488948274695,36.448875127276,24.05355538309617,257.2041408306407,65.80979904303182,,,No Defect
1481,PCB1481,7,1481,0.043153683321927,103.57774754635288,161.5742534841869,40.95599991710467,24.22974658118646,258.18284014513523,63.68516991254757,,,No Defect
1482,PCB1482,7,1482,0.0414432426099676,101.71792910561209,179.9013027152564,41.82485505536263,22.84165274467276,251.1954201358168,47.89009590152562,,,No Defect
1483,PCB1483,7,1483,0.0393063838007735,99.78746826517336,203.62641948515812,43.55183183851604,20.86203608079933,255.87639899057567,55.13306865989899,,,No Defect
1484,PCB1484,7,1484,0.0420739207862243,104.5673297723882,214.7273111838417,42.43740085687664,20.534708056142552,256.4637201066817,50.99004165811162,,,No Defect
1485,PCB1485,7,1485,0.0407137046661907,102.95559934305558,210.68033103436272,37.49710347978468,22.2122917542268,254.4284198091669,56.22040222529323,,,No Defect
1486,PCB1486,7,1486,0.0397289447661114,99.99904475175644,189.19116951429288,39.82471255311702,22.84267235516636,254.59312768740736,52.09931802754001,,,No Defect
1487,PCB1487,7,1487,0.0392575928808512,101.10730510367276,210.54351816452376,34.16853599429965,23.18187440540068,251.66990808401744,55.79542816484581,,,No Defect
1488,PCB1488,7,1488,0.0404742673221438,102.88155080089336,211.73560544694573,36.74002339410541,22.367044974748705,255.84114840961183,57.15929988973418,,,No Defect
1489,PCB1489,7,1489,0.0399300246139363,103.20698100565176,225.16712348786348,31.19960263519388,23.16113608339696,255.7840326489253,55.18360235540519,,,No Defect
1490,PCB1490,7,1490,0.0375768872295593,99.20424721231907,226.0806535335049,36.02242486693765,21.67646286046732,255.1448682996038,57.88335743356151,,,No Defect
1491,PCB1491,7,1491,0.0399704423643836,101.44461735399366,210.7032132637904,39.58255876326438,21.60397354543917,257.70524354565333,56.906110839704326,,,No Defect
1492,PCB1492,7,1492,0.0432682226225653,103.10699111047782,162.60990727918596,45.73554568234804,22.7854068758292,252.7047505704707,57.11570529439236,,,No Defect
1493,PCB1493,7,1493,0.038426345402313,98.21411724265492,190.58592691680576,36.47942076629587,23.733863438663374,256.98670954615545,49.36141068720598,,,No Defect
1494,PCB1494,7,1494,0.0384153272973204,100.09851512494924,231.75014444911085,39.463257638115,20.34071250661541,253.8849552384493,58.73669232689287,,,No Defect
1495,PCB1495,7,1495,0.0424513995062991,103.3724814238097,175.68551132640522,38.92179934673768,23.96879807250808,254.29108385659288,55.45073125509892,,,No Defect
1496,PCB1496,7,1496,0.0395676039466014,102.4926157733117,222.6711508424352,31.285435424137525,23.29313606963974,254.9888904941814,54.3241820018948,,,No Defect
1497,PCB1497,7,1497,0.041424268536613,101.79554294989772,189.11271340980656,46.99837728927776,20.778076969015714,252.4763711897422,68.18532117241212,,,No Defect
1498,PCB1498,7,1498,0.0405104969909885,99.78590133194898,175.700579794367,46.52349294915621,21.730860539088045,255.3567273822288,64.76347642777921,,,No Defect
1499,PCB1499,7,1499,0.0417170751901331,103.85883873090428,194.4250571658808,32.399828906957545,24.724621196675503,257.1733244024242,55.0471499217322,,,No Defect
1500,PCB1500,7,1500,0.0412162766252387,102.11585492062028,193.20993889530632,44.60667382716444,21.223991634249696,254.4279627652893,55.51732553326857,,,No Defect
1501,PCB1501,7,1501,0.0399561580782856,99.11065434508276,175.4517831370018,41.81904854364447,23.12371728205468,252.51195929482708,61.05573388919647,,,No Defect
1502,PCB1502,7,1502,0.0387569326706318,98.5016366070858,193.00418430337228,39.75894574124229,22.63955860286941,254.7919094086212,72.15252522386463,,,No Defect
1503,PCB1503,7,1503,0.0397192573462332,102.47335169594628,218.7211374925412,31.35885169595882,23.52251472423848,253.46820581865748,60.44333540365794,,,No Defect
1504,PCB1504,7,1504,0.0384825654957099,101.81141089763236,248.7875342460591,34.15581434659433,20.85516291544861,253.56851866695683,57.17340678583516,poor paste transfer,high paste viscosity,Open Circuit
1505,PCB1505,7,1505,0.0393045889525127,101.34047958518836,225.9644136270744,38.48748567050366,20.997245112152854,253.962640437735,54.33086134589301,,,No Defect
1506,PCB1506,7,1506,0.0400374543897553,100.00263485120922,186.98235069200084,42.7183993419578,22.15602665564673,256.33508952096946,68.2069213750314,,,No Defect
1507,PCB1507,7,1507,0.0404024558065027,100.79509202397718,187.19674901578125,39.216409148809205,23.17236372911793,256.6051220011625,49.27702117478901,,,No Defect
1508,PCB1508,7,1508,0.0396818399570826,101.16401795150158,214.09163795425908,40.41910892419209,21.16529195296493,255.8081158837906,57.62378460285101,,,No Defect
1509,PCB1509,7,1509,0.0382511582596526,99.1824477458662,203.78432845283044,33.484594221714644,23.81069168456636,253.93240162040829,50.90829731853024,,,No Defect
1510,PCB1510,7,1510,0.0400999780688525,102.35384748332608,217.6819006923808,38.63844701989015,21.4680896266254,251.95501962662024,55.22679878052118,,,No Defect
1511,PCB1511,7,1511,0.0394762902858629,98.3713462173912,178.83941853836944,43.019212158426015,22.572491745529444,254.80245360783465,68.60948755789998,,,No Defect
1512,PCB1512,7,1512,0.0430727314098499,106.09397674418628,213.16595920855465,42.27050368467402,20.714334729451213,253.4127869376504,61.92132793129159,aperture overfill,high stencil thickness,Solder Bridging
1513,PCB1513,7,1513,0.0420464358860504,101.45144904125516,163.89831606058016,44.6872823758476,23.02256401639964,250.0864504504009,60.87930812257481,non coalescence,low peak reflow temperature,Open Circuit
1514,PCB1514,7,1514,0.0401064572887776,103.0854840197168,223.58579329210767,33.40528661218424,22.641403530471703,250.7063839942996,54.74584716732348,,,No Defect
1515,PCB1515,7,1515,0.0411561029410608,99.69821909427868,156.8710524623449,42.35245195616854,24.133967687088514,258.6042629914133,76.32897981879219,excess reflow spreading,high time above liquidus,Solder Bridging
1516,PCB1516,7,1516,0.0388515019291309,100.96920117934134,233.1984545151612,40.61071913522819,19.93827438957204,255.45725930837693,51.84146462272289,,low ambient temperature,No Defect
1517,PCB1517,7,1517,0.0408468747272159,101.48872402764856,197.07593277046283,44.73111175046682,20.96892004908404,249.3991116261182,73.36330777761005,non coalescence,low peak reflow temperature,Open Circuit
1518,PCB1518,7,1518,0.042178834040906,102.24217074339532,178.81157494637017,47.410878848871846,21.31807778976825,253.7027210694252,57.94939116414493,,,No Defect
1519,PCB1519,7,1519,0.0403800562303434,99.70681010302988,185.7125293741767,46.964261029943685,21.01475007997941,253.3310871344873,65.34872895978239,,,No Defect
1520,PCB1520,7,1520,0.0399648617831723,102.52806840344934,226.0646012794567,38.15778220694104,21.105721247182977,256.032277888965,58.65581440791743,,,No Defect
1521,PCB1521,7,1521,0.0411341590656739,102.4628487654722,195.1015722754141,40.02722059557785,22.4678664946689,255.6994378485892,58.706435172862165,,,No Defect
1522,PCB1522,7,1522,0.0347224031893252,96.01827232214094,240.3893293014439,29.338369133096734,22.7645459003282,251.75042409650305,66.36285114889479,poor paste transfer,low ambient rh,Open Circuit
1523,PCB1523,7,1523,0.0416201957409341,99.8623359095806,158.8785710316181,49.596989278020814,21.905040612164115,255.78556260501787,60.51161679512658,,high ambient rh,No Defect
1524,PCB1524,7,1524,0.0396494451877588,100.35773837083282,197.55743849541548,39.07466532400986,22.58710119928908,253.6442277327531,57.682974884907615,,,No Defect
1525,PCB1525,7,1525,0.0396689250539854,101.13797086885094,212.7258589478464,38.757462845183085,21.75310223531103,252.8584437931385,60.42467195523833,,,No Defect
1526,PCB1526,7,1526,0.0404227316671406,100.85926355546292,186.411404473572,37.652301427754615,23.69809205545044,253.76642072774808,59.745178441036096,,,No Defect
1527,PCB1527,7,1527,0.0417544575712295,105.18510025257244,229.9582746918868,41.52497880466777,19.904800685438552,255.702707991932,67.42901080375289,aperture overfill,high stencil thickness; low ambient temperature,Solder Bridging
1528,PCB1528,7,1528,0.0390753300626823,95.62936600424176,143.82485924299263,45.09175404577076,24.12688421848809,252.56063414240788,66.01384343320704,aperture overfill,low paste viscosity,Solder Bridging
1529,PCB1529,7,1529,0.041204832658671,101.8360708623491,189.529202009675,42.229941943622165,22.178044023870616,254.8511703234149,52.97324813704499,,,No Defect
1530,PCB1530,7,1530,0.0405051500708445,103.21731810201892,225.03184251572551,40.163063997558126,20.595775938130217,253.4946259006853,54.78534055845259,,,No Defect
1531,PCB1531,7,1531,0.0358050624623573,95.9964918884672,225.5243916619061,38.71602671743528,20.95278447419699,255.79004899760892,47.545746439300565,poor paste transfer,,Open Circuit
1532,PCB1532,7,1532,0.0410595112120569,105.8616634085204,247.7280485370984,34.15477346326792,20.9676590888552,252.2459776707,66.66550642697207,aperture overfill; poor paste transfer,high stencil thickness; high paste viscosity,Solder Bridging
1533,PCB1533,7,1533,0.0411166072874865,101.69930915793674,187.6867013588767,41.53571472387678,22.49660998591469,255.570409860034,69.94854990913174,,,No Defect
1534,PCB1534,7,1534,0.0377728226253451,98.36676964005872,208.42914085860264,35.407891704574126,22.987585288359536,254.96247721608648,50.527712902429016,,,No Defect
1535,PCB1535,7,1535,0.0392470240818451,101.70990357509896,222.13639757459177,32.19997331530515,23.09797775653041,256.5423228931125,60.26474083471956,,,No Defect
1536,PCB1536,7,1536,0.0403015254915603,100.59352377335524,189.5605767582141,41.50614044061313,22.385888196380023,254.70180936178355,60.85982811617244,,,No Defect
1537,PCB1537,7,1537,0.0380558530270107,100.02929234693316,221.56987431014505,32.238369254378384,23.110380896644298,252.2455429037229,56.21404866749669,,,No Defect
1538,PCB1538,7,1538,0.0381101675448313,98.44604748652762,204.8421019426493,35.45463352744108,23.204712222249373,256.16743558235146,65.15118502755716,,,No Defect
1539,PCB1539,7,1539,0.0382730593368554,97.6821746552138,178.26894080806912,34.132853858878775,25.21686573990121,257.1298458279597,50.13194248227353,,,No Defect
1540,PCB1540,7,1540,0.0393777113767498,102.78627645811176,239.17402363778336,35.77833326869035,21.00922536504824,254.10677852887332,68.86904378991917,,,No Defect
1541,PCB1541,7,1541,0.0407216603261673,103.22582550740437,214.1243055565488,34.5199280942859,22.931055894095977,254.81950722380367,61.72056456106252,,,No Defect
1542,PCB1542,7,1542,0.043537592845058,104.16868424901725,171.54433168875093,46.01966673615431,22.20402811312522,254.85847898785445,62.15477143412079,,,No Defect
1543,PCB1543,7,1543,0.0382062988987347,99.47658997133892,218.13330716782505,38.24867293892322,21.572209061762504,253.46408981014875,61.7753645948262,,,No Defect
1544,PCB1544,7,1544,0.0415390936882126,102.14131081346392,188.7858263510106,45.51771947899408,21.278284770242955,253.2110932426405,59.83539616808764,,,No Defect
1545,PCB1545,7,1545,0.0406875610529116,100.32016491397918,180.19861261213865,42.91841091928105,22.56308137129217,254.5397991001288,58.39888701170366,,,No Defect
1546,PCB1546,7,1546,0.0412255298146633,101.67029410645824,186.43608833584503,43.70989149696504,21.95062359971664,257.02677707853115,50.80267598600764,,,No Defect
1547,PCB1547,7,1547,0.0395424363880098,100.02106301999515,198.68889814698213,40.80778045368975,22.034814217194864,252.8686543364712,50.21153134416031,,,No Defect
1548,PCB1548,7,1548,0.0410987331531087,100.48926728764746,174.30829670952107,45.4508491504793,22.188801429415967,254.545644961476,59.68815483832096,,,No Defect
1549,PCB1549,7,1549,0.0391521343887568,98.22135082917286,190.0888013877889,48.22991313632065,20.39190122379033,255.8761564407272,71.29500960319046,,,No Defect
1550,PCB1550,7,1550,0.0384275542359969,100.56390030811144,223.77368751346376,35.391593660898046,22.067674222203944,253.23598780681883,57.412830560283744,,,No Defect
1551,PCB1551,7,1551,0.0398297420076134,101.21863887554436,211.4388337240254,39.72517363770291,21.57697389137109,258.0929916182788,55.98634426998733,,,No Defect
1552,PCB1552,7,1552,0.0371241817103701,97.27587957370773,219.48240524459257,40.90261923151365,20.72003999501757,252.82687299000827,67.93897791941976,,,No Defect
1553,PCB1553,7,1553,0.0408448663015801,101.7444771540466,186.9508410499112,36.667330545835306,23.98195406672073,253.668224591492,70.65461284229724,,,No Defect
1554,PCB1554,7,1554,0.0385534602175078,97.27113476680022,179.43205777920733,39.37365660814145,23.63842478508598,253.96149304547728,62.59540684424693,,,No Defect
1555,PCB1555,7,1555,0.0423796802015556,101.15384693863152,147.34939425206372,43.38464520634071,24.46344034418248,254.8002711386626,66.15860006616651,aperture overfill,low paste viscosity,Solder Bridging
1556,PCB1556,7,1556,0.041151953007549,101.9866371294748,191.99733248383143,42.28815263943935,22.03504636768873,249.381899562181,64.46711050104321,non coalescence,low peak reflow temperature,Open Circuit
1557,PCB1557,7,1557,0.0385027755592924,97.6366150222551,187.1314773763224,41.52347212973138,22.537000855792687,255.8351282215699,49.4262264016689,,,No Defect
1558,PCB1558,7,1558,0.0394926186530317,98.818120009698,179.61830577083373,39.05568206694333,23.730856957983445,253.4164833092144,64.42001557087188,,,No Defect
1559,PCB1559,7,1559,0.0401426191642779,102.23676142024895,216.5301840985172,39.06787809856854,21.46450849404171,256.49129869169235,63.09870861864343,,,No Defect
1560,PCB1560,7,1560,0.0422950572374614,103.94268596493212,196.2738046594177,41.37055053825133,22.05687065400285,255.3227447917636,52.00587728555941,,,No Defect
1561,PCB1561,7,1561,0.0386741297116172,99.57082235572985,213.7371645788105,39.20935001395845,21.58818817522081,254.92136051889307,57.3534440086615,,,No Defect
1562,PCB1562,7,1562,0.0365073989064066,98.8255351702473,242.54074990486424,32.32476300254311,21.81164728723796,255.71745955865785,52.97182825516087,,,No Defect
1563,PCB1563,7,1563,0.0401195443744322,100.91156684738888,208.3921553345809,46.21174996201683,19.88214690739143,255.0904247580772,50.586284692563744,,low ambient temperature,No Defect
1564,PCB1564,7,1564,0.0400804170463964,99.0574355979035,160.76873484608177,37.996177372331886,25.202467692152577,254.7479585627608,59.42902155442522,,,No Defect
1565,PCB1565,7,1565,0.040506170821284,102.29000337008512,210.51115131743057,39.50723917206965,21.716525257064017,255.73796109866484,57.68133120434509,,,No Defect
1566,PCB1566,7,1566,0.0398113594633541,98.92448869573848,185.3321811047916,47.78212595289642,20.83885751275164,254.2074258856967,51.5000427490721,,,No Defect
1567,PCB1567,7,1567,0.0376363410169093,98.58783583816572,215.73939553959832,35.63330631557683,22.50531865606284,255.0640969957413,63.93284339055523,,,No Defect
1568,PCB1568,7,1568,0.0395623467871892,99.95760256331556,194.5605994899837,39.20180516975912,22.77927811082933,258.69217879940203,52.83356216437403,,,No Defect
1569,PCB1569,7,1569,0.0362189039415463,98.1533580739584,246.55703006545983,36.18206841578614,20.444297461586107,254.1264436048692,63.19612926565549,poor paste transfer,high paste viscosity,Open Circuit
1570,PCB1570,7,1570,0.0426483918059085,103.46200954941187,171.81374623364528,39.02788417458886,24.25250879971544,259.6863235076864,49.68720138688355,excess reflow spreading,high peak reflow temperature,Solder Bridging
1571,PCB1571,7,1571,0.0388917853024206,98.47277425351749,193.57780070116323,43.39238150321732,21.612268996476207,256.2865179330342,52.9522831519984,,,No Defect
1572,PCB1572,7,1572,0.0418196220699799,102.63780461924487,193.3601509404816,46.78427132032013,20.659909960642626,252.557394868418,55.77761561165396,,,No Defect
1573,PCB1573,7,1573,0.0400518544809024,101.39184432898011,208.3871219728024,41.61461393801104,21.233273269685984,257.1481511423128,53.9671795492983,,,No Defect
1574,PCB1574,7,1574,0.0355140472609055,94.24749812177498,208.087224956014,38.614510399376485,22.09883380766911,258.5040684237874,68.32670894363083,poor paste transfer,low stencil thickness,Open Circuit
1575,PCB1575,7,1575,0.0424646251817394,103.40734606134602,176.70493094138524,39.96895056893453,23.6804543805682,255.4318206740168,50.79021884694223,,,No Defect
1576,PCB1576,7,1576,0.0383298802608188,100.1621667332543,219.5328571490116,31.229323169411515,23.57703529655432,255.54773559790456,55.99287456469841,,,No Defect
1577,PCB1577,7,1577,0.0406356832387948,100.4045825623099,171.51609772194115,38.58316367834405,24.390898583463382,252.11933192052115,69.18704062739799,,,No Defect
1578,PCB1578,7,1578,0.0394440329686472,100.33789013345748,207.17191383514148,39.89864130467123,21.81300688171485,254.4083181481554,56.5616713509204,,,No Defect
1579,PCB1579,7,1579,0.0389758710476438,99.5011655201182,200.39678781902688,37.3530164358065,22.969184677186103,255.231205912034,56.7460197172043,,,No Defect
1580,PCB1580,7,1580,0.0405853711588905,101.08482132544223,187.09776590647616,39.20657296334446,23.25692697649584,254.8330308508268,57.54738432917552,,,No Defect
1581,PCB1581,7,1581,0.0394756522392906,99.71587891446096,199.04662315601803,41.35559750635323,21.890082911956345,255.9922554066692,62.49623208466827,,,No Defect
1582,PCB1582,7,1582,0.0399615131745494,99.14046431807994,166.60558122557774,38.178792674068106,24.80955358488991,255.09272573421407,54.90527790818707,,,No Defect
1583,PCB1583,7,1583,0.0417577927167083,105.5397540909579,233.08064163453187,40.31170442788042,20.12432148071272,253.0114913702696,51.85962820257123,aperture overfill,high stencil thickness; low ambient temperature,Solder Bridging
1584,PCB1584,7,1584,0.0411162635532525,100.83087244513789,185.8520418493793,48.52674162410442,20.61991280798813,254.6959145468816,66.58943557106224,,,No Defect
1585,PCB1585,7,1585,0.0379537041324215,99.4439213831629,219.6157631388949,35.4140770320241,22.35080182738532,256.9391903026361,60.95839325141513,,,No Defect
1586,PCB1586,7,1586,0.0411980151751611,101.6624870936968,192.3712419409377,44.35884098657115,21.44200733447665,255.80402410844584,61.14919834828712,,,No Defect
1587,PCB1587,7,1587,0.0376098945578686,99.74209275934004,240.4823907295988,38.81450144847253,20.07704025076955,252.6098576624301,57.347068423073246,,low ambient temperature,No Defect
1588,PCB1588,7,1588,0.0392112172024517,101.67908655925493,227.98659475538628,39.10860040417189,20.76831717664088,251.67476265774133,47.8647996255702,,,No Defect
1589,PCB1589,7,1589,0.0410936760214896,102.8486245930414,204.1929481535078,41.02685362633145,21.686991240666664,256.0195308826246,69.5906851342047,,,No Defect
1590,PCB1590,7,1590,0.040049632711884,102.56689056428088,215.9285373711756,33.53901125406183,23.148888515692025,257.2151066777592,62.51705640325543,,,No Defect
1591,PCB1591,7,1591,0.0413791692351787,100.1723521415316,164.13407313268348,44.71500451294781,23.07862474546261,253.5735001220237,48.028510504465615,,,No Defect
1592,PCB1592,7,1592,0.0389500218181784,98.59006160453718,188.54993556898705,39.599687034604806,23.05217619175237,256.3941937588708,60.50981715447025,,,No Defect
1593,PCB1593,7,1593,0.0393954494856061,98.81781618184394,192.87472627595656,45.676359800252655,21.01784957870732,254.6308469709332,61.94490717713848,,,No Defect
1594,PCB1594,7,1594,0.0388775693137876,97.7596251280596,184.25487120077923,43.68957823101203,22.12320700818425,251.3451573197904,55.45635420624126,,,No Defect
1595,PCB1595,7,1595,0.0392030148933777,99.8587149886436,200.24471216389367,37.65108176056327,22.909191920789088,259.08514473938897,66.99810296461837,,,No Defect
1596,PCB1596,7,1596,0.0383196889274789,97.33102555493495,185.7537357996736,39.07506460486695,23.378946570557048,257.656493975158,59.66031823014314,,,No Defect
1597,PCB1597,7,1597,0.039132288644013,99.11442420184557,201.0494101746837,43.435419026806265,21.173014381901528,255.72430495274864,60.22063434607852,,,No Defect
1598,PCB1598,7,1598,0.0418440658694111,101.37352261643046,176.02450090049777,46.62944150353256,21.80120410063149,257.0821718540291,54.6558664197346,,,No Defect
1599,PCB1599,7,1599,0.0357319661595283,95.9075349731696,223.2846012068068,36.027382076436346,21.947102460176765,257.9037963272405,50.695978631222765,poor paste transfer,,Open Circuit
1600,PCB1600,7,1600,0.040225216249021,99.19189325793393,181.0924326680922,47.72451330315279,21.15676889944876,257.9909076155976,60.86647771838379,,,No Defect
1601,PCB1601,7,1601,0.0384758773118193,100.3863595546052,218.89587266269973,30.77258676671216,23.776982423339582,254.9562209099843,60.289635545971535,,low ambient rh,No Defect
1602,PCB1602,7,1602,0.0392785193308073,98.6330490804644,177.2120498331711,37.96807017258152,24.237144029804384,257.5000446255248,68.51782243485967,,,No Defect
1603,PCB1603,7,1603,0.0393555070314871,100.34558532206132,210.8423053490228,40.92411193924132,21.312967816806182,257.25294039156387,55.88811602031178,,,No Defect
1604,PCB1604,7,1604,0.0373409886808621,96.24715774367384,190.63905351997883,39.29495916107644,23.012458807148896,254.4542578617746,61.05994297580052,,,No Defect
1605,PCB1605,7,1605,0.0408286651536815,103.0758786920963,219.1905403466685,40.03750592315028,21.07612756857775,255.27525819691064,63.44495081844972,,,No Defect
1606,PCB1606,7,1606,0.0366714531600007,97.82899665007808,232.800804777568,37.836654469917136,20.848081794040827,255.3736557823865,52.90877535216133,,,No Defect
1607,PCB1607,7,1607,0.0380967416828898,96.89127679306242,187.20961087736225,39.69616320663866,23.119836913188955,252.27775385305551,60.14705523713877,,,No Defect
1608,PCB1608,7,1608,0.0414122673030152,102.83890162575842,201.2688732751108,41.85489483324275,21.65118826559588,255.4137679878907,62.83778715745236,,,No Defect
1609,PCB1609,7,1609,0.0396506610063313,100.23599714471858,203.996799639152,41.25978411486087,21.64588603144493,257.1609933749184,50.9018394166132,,,No Defect
1610,PCB1610,7,1610,0.0385884350437518,97.13778466370812,186.652163157022,47.61248855273614,20.843007538213875,253.7371005102178,62.940508997094845,,,No Defect
1611,PCB1611,7,1611,0.0390716347849429,100.12318966410372,206.0528168975784,37.62442610576876,22.57418975813688,255.5212821240181,61.91718472783367,,,No Defect
1612,PCB1612,7,1612,0.0400438182567461,99.62732604812264,178.43951176410275,40.50478725954668,23.43759024476101,254.0520927184693,67.74969012203705,,,No Defect
1613,PCB1613,7,1613,0.0380274857326994,100.4847332665813,240.49960043759447,35.12085729170423,21.19049294261153,255.1507315716444,71.68633554939912,,,No Defect
1614,PCB1614,7,1614,0.040761932081222,101.00827304744128,181.427718095317,37.323366351241056,24.19557155489545,253.2752145678068,56.65628317311682,,,No Defect
1615,PCB1615,7,1615,0.0419140519495948,105.18272000946791,220.1089465978639,37.550469809450384,21.76376914932371,256.2032587481489,56.06293843841879,aperture overfill,high stencil thickness,Solder Bridging
1616,PCB1616,7,1616,0.0409659091299475,102.49438488273285,195.112414758014,37.95437111265293,23.167997368431937,256.02446418161486,66.50601679688344,,,No Defect
1617,PCB1617,7,1617,0.0397045916657402,100.41335373528544,209.72421118642,43.39131881149678,20.68102153447326,259.222422795136,69.20030123369298,,,No Defect
1618,PCB1618,7,1618,0.0407071550159765,99.54440666519994,160.61748133030858,41.00743900503665,24.39631353833866,253.56777684799337,54.2618589779682,,,No Defect
1619,PCB1619,7,1619,0.0415374104133244,102.55015992952418,179.20876292504218,34.57679571117384,25.14253145763528,251.8544401904332,51.527301556549816,,,No Defect
1620,PCB1620,7,1620,0.0364838069667388,98.03796007603415,237.23185191540733,37.24327583696599,20.75972915117253,253.8018616247737,63.3467978045701,,,No Defect
1621,PCB1621,7,1621,0.0351839817721801,97.38124877278034,253.2315520182852,30.19756465514025,21.83184076934053,251.6859253326103,72.00819177716136,poor paste transfer,high paste viscosity; low ambient rh,Open Circuit
1622,PCB1622,7,1622,0.0427176881772177,104.39121301314948,193.0199730290641,42.42424425025918,22.015257365660496,253.6564849207177,55.91115980602441,,,No Defect
1623,PCB1623,7,1623,0.0408280194077427,103.86978188566503,212.9737713383888,30.50861630722845,24.25721622866559,255.5040275080932,65.70225935163813,,low ambient rh,No Defect
1624,PCB1624,7,1624,0.0377213832673011,97.84567490601972,203.80952201553572,37.66285873052617,22.70413615434889,255.15159110564852,64.39395232859485,,,No Defect
1625,PCB1625,7,1625,0.0391082094532785,100.65571476176528,212.2313605537504,35.18261840168489,22.925817223984613,257.96479980790167,57.38492131159135,,,No Defect
1626,PCB1626,7,1626,0.0394285732786997,101.9620398727496,232.5128520977018,38.90420941548451,20.597766931083417,254.38914089570343,60.42750333063722,,,No Defect
1627,PCB1627,7,1627,0.039048457993654,100.89065729161264,219.87937136724383,36.33856340934989,22.12051064019856,255.0716417232893,55.45557258671809,,,No Defect
1628,PCB1628,7,1628,0.039766452636428,101.41945540972556,209.6278235646933,34.60046895388488,23.26696864984462,257.18289231301753,64.64274967907453,,,No Defect
1629,PCB1629,7,1629,0.0368640471384532,97.15784129196042,215.8513714074868,36.094744858224445,22.42546168666887,255.494561089951,63.85738865479506,,,No Defect
1630,PCB1630,7,1630,0.039750661560348,101.2652143634792,213.30320398221423,40.38592683283095,21.34910235585135,257.5283873783676,70.63541632572239,,,No Defect
1631,PCB1631,7,1631,0.037071713907376,98.35097774824666,227.8565227407384,35.95007057016651,21.73232726648777,252.5398411746148,67.490111772479,,,No Defect
1632,PCB1632,7,1632,0.0391241045411328,100.39298157951804,214.92608018261416,37.42059912058224,22.117886229783707,256.50829102057486,61.14232661799196,,,No Defect
1633,PCB1633,7,1633,0.0387504405737264,100.13591171816228,218.85125449480972,36.85776298798903,22.038890354143994,252.5787539755109,58.47380886017483,,,No Defect
1634,PCB1634,7,1634,0.0426391457172141,103.12479853466404,181.9452119864249,45.66509711514969,21.762889963587227,254.1826375362721,57.19603482656359,,,No Defect
1635,PCB1635,7,1635,0.0378195476427373,99.2021424972399,228.0976452920925,38.60037029214808,20.95450338451631,254.8357843286218,66.37266474599174,,,No Defect
1636,PCB1636,7,1636,0.0400663888943191,98.61296585686968,175.54114230097687,46.35681370879301,21.93618160456828,253.18633146964896,57.936548304165385,,,No Defect
1637,PCB1637,7,1637,0.0382667079428288,98.279837678026,212.94919225435265,46.23037399962352,19.65986930088356,253.985732925595,62.47271464409472,,low ambient temperature,No Defect
1638,PCB1638,7,1638,0.0423907698435249,103.39827415024708,169.5078732265073,35.012571942126904,25.63527131169061,252.5952165504861,69.69573773420538,,,No Defect
1639,PCB1639,7,1639,0.0378711525944461,99.52404727964831,230.78166779557424,37.9479141099488,20.984802857061126,252.1473946983584,55.5369781456806,,,No Defect
1640,PCB1640,7,1640,0.0401170826487859,100.57112780965652,193.6436437993136,41.21222518950401,22.32808727266101,254.2753467098284,66.19050877411969,,,No Defect
1641,PCB1641,7,1641,0.0379824060609214,99.84522205080673,230.5277076126685,35.31181646078668,21.7753344175828,256.01296678029564,59.63006749845986,,,No Defect
1642,PCB1642,7,1642,0.0369348582343248,96.51538798506132,210.0752609547073,39.45297192817297,21.8144193006502,254.58986443737749,56.480645113273454,,,No Defect
1643,PCB1643,7,1643,0.040947708313528,100.27071805835386,176.63204908250506,44.63000373600837,22.38752198952596,254.03387440971733,60.19263908979799,,,No Defect
1644,PCB1644,7,1644,0.0404641261560509,102.41444121210628,207.22585688580213,37.138323725686206,22.690376570493434,257.5265854989404,59.89119359392425,,,No Defect
1645,PCB1645,7,1645,0.0396501635152291,100.56061007824114,199.71533172793312,36.20188127321215,23.42340275214736,255.44156716979668,61.667304400109046,,,No Defect
1646,PCB1646,7,1646,0.038267300287571,97.4831894059281,200.2189720148681,44.69167615362905,20.90365973068112,257.55664660210584,63.43578094998798,,,No Defect
1647,PCB1647,7,1647,0.0410007700795458,103.6755510221422,213.793460760548,35.60363738596616,22.745233486817725,255.94640538882112,64.8390553084132,,,No Defect
1648,PCB1648,7,1648,0.0423468597967256,104.0631389210056,193.98678231719603,40.2902658105825,22.60448284404253,255.3363575173196,64.30606077131374,,,No Defect
1649,PCB1649,7,1649,0.0403243177006181,102.44833788492046,214.7111357242545,36.373852286524205,22.46312659891387,252.26977825510883,64.31160162685028,,,No Defect
1650,PCB1650,7,1650,0.0423814112247563,105.21611652010507,205.88312383947127,36.14004027180762,23.0897758823984,253.22668861065463,58.376584544588646,aperture overfill,high stencil thickness,Solder Bridging
1651,PCB1651,7,1651,0.0381659760295708,98.80335268033672,203.0275561511561,36.110549775011926,23.235389284275104,255.9869431604334,63.46216391057755,,,No Defect
1652,PCB1652,7,1652,0.0375921928212666,100.86205165914868,240.3609282833397,26.304465183585783,23.80986418696976,256.9401377948068,62.84002952341145,,low ambient rh,No Defect
